,who,lang,text
ParlaMint-NO_2016-17_170425.ud36e5123,KES,nob,"['Under debatten er det satt fram i alt 15 forslag. Det er', 'forslag nr. 1, fra Rigmor Andersen Eide på vegne av Kristelig Folkeparti, Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne', 'forslag nr. 2, fra Ola Elvestuen på vegne av Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne', 'forslagene nr. 3–6, fra Rasmus Hansson på vegne av Sosialistisk Venstreparti og Miljøpartiet De Grønne', 'forslagene nr. 7 og 9–15, fra Rasmus Hansson på vegne av Miljøpartiet De Grønne', 'Det voteres over forslagene nr. 7 og 9–15, fra Miljøpartiet De Grønne.', 'Forslag nr. 7 lyder:', '«Stortinget ber regjeringen gjennomgå og fremme forslag til endringer av virkemidlene overfor petroleumsnæringen og statens deltagelse på norsk sokkel, slik at avkastning på eksisterende felt maksimeres og statens eksponering mot nye investeringer og feltavviklingskostnader minimeres. Det skal blant annet gjøres en vurdering av om staten som hovedeier i Statoil og eneeier i SDØE må selge seg ned i nye felt med høye langsiktige investeringskostnader.»', 'Forslag nr. 9 lyder:', '«Stortinget ber regjeringen legge følgende til grunn for norsk petroleumspolitikk: Norge skal i perioden 2018–2040 på en økonomisk og miljømessig god måte strategisk omstille og utfase norsk petroleumsproduksjon for å redusere Norges økonomiske risiko og bidra til de globale klimamålene i Paris-avtalen.»', 'Forslag nr. 10 lyder:', '«Stortinget ber regjeringen utrede, planlegge og foreslå en gradvis nedtrapping av oljeaktiviteten frem mot 2040 med nærings- og arbeidslivspolitiske virkemidler som legger til rette for at det kan skapes omtrent 10 000 nye arbeidsplasser hvert år i andre sektorer til erstatning for arbeidsplassene i petroleumssektoren.»', 'Forslag nr. 11 lyder:', '«Stortinget ber regjeringen bruke eiermakten i Statoil til å trekke selskapet ut av fossil energiproduksjon i utlandet og sette i gang en omstilling til et fornybarselskap, med mål om en strategisk transformasjon mot å bli en global leder i fornybar energi.»', 'Forslag nr. 12 lyder:', '«Stortinget ber regjeringen legge frem en vurdering av å opprette et omstillingsfond med mekanismer som gjør det mulig å bruke penger fra en egen særavgift for feltavvikling, samt statlige midler fra oljefondet for å dekke fjerningskostnadene og stimulere til gjenbruk/etterbruk, spin-off, omskolering av arbeidsledige fra bransjen og ny bærekraftig næringsvekst som følge av omstilling, utfasing og feltavvikling.»', 'Forslag nr. 13 lyder:', '«Stortinget ber regjeringen melde som tilleggsforpliktelse til FNs klimakonvensjon at norsk olje- og gassvirksomhet skal fases ut over en 20-årsperiode, og at ingen nye lete- og utvinningskonsesjoner skal tildeles etter 2017.»', 'Forslag nr. 14 lyder:', '«Stortinget ber regjeringen om å utvikle bistands- og utenrikspolitiske initiativ overfor andre land med kull- og petroleumsressurser for å fremme politiske beslutninger og allianser for ikke å legge til rette for ny produksjon av kull, olje og gass som medfører klimagassutslipp i hele verdikjeden fra produksjon til bruk.»', 'Forslag nr. 15 lyder:', '«Stortinget ber regjeringen vurdere en fradragsberettiget avgift på all olje- og gassaktivitet som går til et eget feltavviklingsfond for å redusere statlige kostnader ved feltavvikling.»']"
ParlaMint-NO_2016-17_170425.ud36e5191,KES,nob,"['Det voteres over forslagene nr. 3–6, fra Sosialistisk Venstreparti og Miljøpartiet De Grønne.', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen fremme forslag om å fjerne alle sektorspesifikke skattefordeler som petroleumsnæringen er omfattet av. Særlig er det avgjørende at leterefusjonsordningen fjernes så raskt som mulig.»', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen foreta og legge frem en konkret vurdering med', 'a. en analyse av kostnader, risiko, ansvar og finansiering av feltavvikling på norsk sokkel med mål om å etablere en politikk som minimerer statlige kostnader, maksimerer gjenbruk, etterbruk og resirkulering av installasjoner og utnytter de enorme feltavviklingsoppgavene til å skape arbeidsplasser og innovasjon i årene fremover.', 'b. en finansiell risikovurdering av statens eksponering i felt som skal avvikles eller har risiko for aldri å bli lønnsomme, spesielt sett Representantforslag 48 S ', ' i lys av petroleumsbeskatningen og særordningen hvor staten dekker 78 prosent av alle utbyggingskostnader og feltavviklingskostnader gjennom skattesystemet, i tillegg til forpliktelser gjennom eierandeler i oljefeltene.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen legge frem en analyse av minst to scenarioer for norsk oljeproduksjon senest i revidert nasjonalbudsjett for 2017, som oppdaterte alternativ til de rådende premissene for norsk petroleumspolitikk gitt i Meld. St. 28 ', '. Analysen skal presentere fremtidige utslipp av klimagasser fra produksjon og forbrenning av norsk olje og gass, de økonomiske og administrative konsekvensene av forslagene skal vurderes, og de sysselsettingsmessige konsekvensene skal også synliggjøres.', 'a. Ett scenario skal basere seg på at dagens politikk for oljeleting og oljeskatter fortsetter, men at den langsiktige oljeprisen er halvparten av det som legges til grunn i Statoils analyser.', 'b. Et annet scenario skal legge til grunn at oljevirksomheten skal avvikles gradvis i løpet av en 20-årsperiode. Avviklingen foretas gjennom at all videre leteaktivitet stanses, og at nye utvinningstillatelser ikke gis. Den gradvise nedtrappingen vil finne sted når dagens felt i drift avvikles.»', 'Forslag nr. 6 lyder:', '«Stortinget ber regjeringen varsle at det ikke vil gis flere lete- og utvinningstillatelser på norsk sokkel fra og med 2018 for å unngå at stadig nye felt kommer i produksjon, og med det gi et tydelig strategisk signal til andre land og verdens energiselskaper.»']"
ParlaMint-NO_2016-17_170425.ud36e5237,KES,nob,"['Det voteres over forslag nr. 2, fra Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne. Forslaget lyder:', '«Stortinget ber regjeringen vurdere om det er mulig å endre regelverket for fradragsberettigede kostnader for oljeselskapene, slik at det blir mindre skattemessig gunstig for selskapene å kostnadsføre nyinvesteringer i fossil olje og gass og mer gunstig å investere i fornybare energiprosjekter.»']"
ParlaMint-NO_2016-17_170425.ud36e5252,KES,nob,"['Det voteres over forslag nr. 1, fra Kristelig Folkeparti, Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne. Forslaget lyder:', '«Stortinget ber regjeringen legge frem en ny petroleumsmelding om norsk olje- og gasspolitikk i lys av klimautfordringen en står overfor, og den nye markedssituasjonen.»']"
ParlaMint-NO_2016-17_170425.ud36e5283,KES,nob,"['Presidenten foreslår at redegjørelsen om viktige EU- og EØS-saker av ministeren for samordning av EØS-saker og forholdet til EU, vedlegges protokollen.', '– Det anses vedtatt.']"
ParlaMint-NO_2016-17_170425.ud36e5293,KES,nob,"['Under debatten er det satt fram i alt 14 forslag. Det er', 'forslagene nr. 1 og 2, fra Lene Vågslid på vegne av Arbeiderpartiet og Senterpartiet', 'forslagene nr. 3–9, fra Kjell Ingolf Ropstad på vegne av Kristelig Folkeparti', 'forslagene nr. 10 og 11, fra Ketil Kjenseth på vegne av Venstre', 'forslagene nr. 12–14, fra Karin Andersen på vegne av Sosialistisk Venstreparti', 'Det voteres først over forslagene nr. 1 og 2, fra Arbeiderpartiet.', 'Forslag nr. 1 lyder:', '«Prop. 12 S ', ' – Opptrappingsplan mot vold og overgrep ', ' – sendes tilbake til regjeringen.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen fremme et nytt forslag om en forpliktende og helhetlig opptrappingsplan som skal redusere forekomsten av vold i nære relasjoner samt styrke ivaretakelsen av barn utsatt for vold og overgrep, etter modell fra opptrappingsplanen for psykisk helse. Planen skal sikre en tverrfaglig bredde i tiltakene, god samordning og en langsiktig forpliktelse til økt finansiering og øremerkede midler.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5332,KES,nob,"['Det voteres over forslag nr. 12, fra Sosialistisk Venstreparti. Forslaget lyder:', '«Stortinget ber regjeringen sikre at det etableres egne lavterskel hjelpetiltak som sikrer nød- akutt- eller midlertidig botilbud og nødvendig beskyttelse til voldsutsatte kvinner med alvorlig psykisk sykdom og eller rusavhengighet i alle kommuner.»', 'Venstre og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2016-17_170425.ud36e5349,KES,nob,"['Det voteres over forslag nr. 10, fra Venstre. Forslaget lyder:', '«Stortinget ber regjeringen sikre at barnehusene har nødvendige ressurser som sørger for at ventetidene holdes.»', 'Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2016-17_170425.ud36e5366,KES,nob,"['Det voteres over forslagene nr. 4, 5 og 7–9, fra Kristelig Folkeparti.', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen sikre at alle landets barneavdelinger har minst én lege med spesialkompetanse på barn utsatt for vold ', '.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen i nasjonale retningslinjer for Statens barnehus gi barnehusene ansvar for å koordinere oppfølging og behandling av barn som begår seksuelle overgrep.»', 'Forslag nr. 7 lyder:', '«Stortinget ber regjeringen vurdere behovet for å kartlegge hvor mange barn som får behandling og oppfølging etter vold og overgrep, hva slags behandling som gis og hvem som gir dette.»', 'Forslag nr. 8 lyder:', '«Stortinget ber regjeringen i nasjonale retningslinjer for Statens barnehus sikre at både barn og unge som utsettes for vold og overgrep og overgripere som er under kriminell lavalder, avhøres og følges opp.»', 'Forslag nr. 9 lyder:', '«Stortinget ber regjeringen legge til rette for at kommunene også har tilbud om krisesenter til spesielt sårbare personer som ikke kan være i ordinære krisesenter.»', 'Venstre, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5406,KES,nob,"['Det voteres over forslagene nr. 3 og 6, fra Kristelig Folkeparti.', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen innføre en bemanningsnorm for skolehelsetjenesten. Det skal øremerkes midler i planperioden til bemanningsnormen er innfridd.»', 'Forslag nr. 6 lyder:', '«Stortinget ber regjeringen sikre en konkret plan for opptrapping av barnehusene, som sikrer at ventetidene holdes og at barnehusene er dimensjonert til å avhøre alle barn opp til 18 år.»', 'Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5431,KES,nob,"['Det voteres over forslagene nr. 13 og 14, fra Sosialistisk Venstreparti.', 'Forslag nr. 13 lyder:', '«Stortinget ber regjeringen komme tilbake til Stortinget med et forslag om å utvide muligheten til å ilegge omvendt voldsalarm til blant annet til tilfeller ved brudd på besøksforbud.»', 'Forslag nr. 14 lyder:', '«Stortinget ber regjeringen komme tilbake med forslag om å utvide muligheten til å ilegge besøksforbud utover ett år, og utrede muligheten for å ilegge besøksforbud med begrensninger til å bevege seg i et større geografisk område.»', 'Høyre, Fremskrittspartiet, Kristelig Folkeparti og Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5466,KES,nob,"['Det voteres over forslag nr. 11, fra Venstre. Forslaget lyder:', '«Stortinget ber regjeringen om å vurdere om rettssikkerheten for barn som dør plutselig og uventet, er ivaretatt på en tilstrekkelig måte, eller om det bør vurderes ytterligere tiltak, og utrede muligheten for å innføre obligatorisk dødsstedsundersøkelse ved plutselig og uventet død, jf. vedtak 630, 8. juni 2015.»', 'Høyre, Fremskrittspartiet, Kristelig Folkeparti, Sosialistisk Venstreparti og Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2016-17_170425.ud36e5656,KES,nob,['Arbeiderpartiet og Senterpartiet har varslet at de vil stemme imot.']
ParlaMint-NO_2016-17_170425.ud36e5672,KES,nob,"['Under debatten er det satt fram i alt 22 forslag. Det er', 'forslag nr. 1, fra Knut Storberget på vegne av Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti', 'forslagene nr. 2 og 3, fra Knut Storberget på vegne av Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti', 'forslagene nr. 4–6, fra Geir Pollestad på vegne av Senterpartiet og Sosialistisk Venstreparti', 'forslagene nr. 7–11, fra Torgeir Knag Fylkesnes på vegne av Sosialistisk Venstreparti', 'forslag nr. 12, fra Geir Pollestad på vegne av Senterpartiet', 'forslagene nr. 13–22, fra Rasmus Hansson på vegne av Miljøpartiet De Grønne']"
ParlaMint-NO_2016-17_170425.ud36e5696,KES,nob,"['Forslag nr. 12 er i løpet av debatten blitt trukket og vil dermed ikke bli tatt opp til votering.', 'Det voteres først over forslag nr. 13, fra Miljøpartiet De Grønne. Forslaget lyder:', '«Stortinget ber regjeringen opprettholde og trappe opp prosentmålet om økologisk landbruk.»']"
ParlaMint-NO_2016-17_170425.ud36e5713,KES,nob,"['Det voteres over forslagene nr. 15, 17–19, 21 og 22, fra Miljøpartiet De Grønne.', 'Forslag nr. 15 lyder:', '«Stortinget ber regjeringen tilrettelegge for at bønder som ønsker å legge om til økologisk landbruk har mulighet til å gjøre dette gradvis, med mulighet for at deler av driften er konvensjonell underveis.»', 'Forslag nr. 17 lyder:', '«Stortinget ber regjeringen om å gjøre investeringsstøtta for driftsbygninger betinget av lokal fôrproduksjon og beitetilgang, og gi søknader fra små og mellomstore bruk prioritet.»', 'Forslag nr. 18 lyder:', '«Stortinget ber regjeringen øke bruken av norske gras- og utmarksressurser ved å øke prisene på korn og kraftfôr, redusere prisnedskrivningstilskuddet for korn og styrke areal- og beitetilskudd i kommende jordbruksoppgjør.»', 'Forslag nr. 19 lyder:', '«Stortinget ber regjeringen stimulere til økt bruk av beite og utmark ved å gjøre beitetilskuddene progressive slik at utbetalingen er knyttet mer direkte til hvor lenge dyrene er på beite.»', 'Forslag nr. 21 lyder:', '«Stortinget ber regjeringen gjøre arktisk landbruk og mat til en merkevare, både med tanke på eksport av nisjeprodukter og som et ledd i utviklingen av Nord-Norge som turistdestinasjon.»', 'Forslag nr. 22 lyder:', '«Stortinget ber regjeringen opprettholde dagens regioner for melkekvoter.»', 'Sosialistisk Venstreparti har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5758,KES,nob,"['Det voteres over forslagene nr. 14, 16 og 20, fra Miljøpartiet De Grønne.', 'Forslag nr. 14 lyder:', '«Stortinget ber regjeringen fjerne kontrollavgiften for økologisk landbruk.»', 'Forslag nr. 16 lyder:', '«Stortinget ber regjeringen sørge for finansiering av klimainvesteringer i landbruket, herunder klimarådgivning, datafangst på gårdsnivå og arbeid med å finne gode modeller for beregning av klimautslipp.»', 'Forslag nr. 20 lyder:', '«Stortinget ber regjeringen sørge for at norsk landbruk er verdensledende på dyrevelferd, og tilrettelegge for at høy dyrevelferd markedsføres som en kvalitet ved norske matvarer.»', 'Venstre og Sosialistisk Venstreparti har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5787,KES,nob,"['Det voteres over forslagene nr. 7–11, fra Sosialistisk Venstreparti.', 'Forslag nr. 7 lyder:', '«Stortinget ber regjeringen fremme en sak som sikrer befolkningen i Nordland og Troms like rettigheter på statseiendommer som befolkningen i landets øvrige fylker.»', 'Forslag nr. 8 lyder:', '«Stortinget ber regjeringen innføre et driftsvansketilskudd med en klar miljøprofil for å ivareta det mest tungdrevne matjordarealet over hele landet.»', 'Forslag nr. 9 lyder:', '«Stortinget ber regjeringen forsterke innsatsen mot jordbruksavrenning, især i utsatte vannområder med mye jordbruk, for å oppnå mål om bedret tilstand i vannområdene innen 2021.»', 'Forslag nr. 10 lyder:', '«Stortinget ber regjeringen legge fram en plan for vesentlig økt grad av nullutslippsløsninger, som for eksempel elektrifisering, for motorkraft i jordbruket.»', 'Forslag nr. 11 lyder:', '«Stortinget ber regjeringen sende forslag til revidert nydyrkingsforskrift på høring før sommeren 2017, for å følge opp Stortingets nylige budsjettvedtak om at nydyrking av myr skal forbys.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5827,KES,nob,"['Det voteres over forslagene nr. 4–6, fra Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 4 lyder:', '«Stortinget ber regjeringen legge fram en nasjonal strategi for økt selvstendig norsk matproduksjon, der mat produsert fra importert fôr ikke medregnes som en del av selvforsyningsgraden.»', 'Forslag nr. 5 lyder:', '«Stortinget ber regjeringen gjeninnføre en tydelig strukturprofil på areal- og husdyrtilskuddene, med et øvre tak, slik at det legges til rette for matproduksjon over hele landet.»', 'Forslag nr. 6 lyder:', '«Stortinget ber regjeringen stramme inn konsesjonsloven, slik at selskapseierskap på gårdsbruk ikke gir konsesjon.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5857,KES,nob,"['Det voteres over forslagene nr. 2 og 3, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen legge frem forslag til lov om god handelsskikk.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen vurdere om man gjennom tilskuddsordningene kan innføre insitamenter for å bedre ivareta hensynet til god dyrevelferd.»', 'Miljøpartiet De Grønne har varslet støtte til forslagene.']"
ParlaMint-NO_2016-17_170425.ud36e5881,KES,nob,"['Det voteres over forslag nr. 1, fra Arbeiderpartiet, Kristelig Folkeparti, Senterpartiet og Sosialistisk Venstreparti. Forslaget lyder:', '«Stortinget ber regjeringen etablere beredskapslagring av matkorn.»', 'Miljøpartiet De Grønne har varslet støtte til forslaget.']"
ParlaMint-NO_2016-17_170425.ud36e5998,KES,nob,"['Sak nr. 9 gjelder tredje gangs behandling av lovsak og gjelder lovvedtak 74 med den vedtatte anmerkning i Stortingets møte den 18. april 2017.', 'Det voteres dermed over lovforslaget med den vedtatte anmerkning fra andre gangs behandling.']"
